no_of_employees,prevailing_wage,unit_of_wage,company_age,wage_per_year,wage_employee_ratio,employees_growth_rate_ratio,wage_per_age_ratio,case_status_encoded,education_level_ordinal,establishment_period_ordinal,continent_Africa,continent_Asia,continent_Europe,continent_North America,continent_Oceania,continent_South America,has_job_experience_encoded,requires_job_training_encoded,full_time_position_encoded,region_target_encoded,prevailing_wage_log,no_of_employees_log
1116.0,18821.35,Year,27.0,18821.35,16.87,41.33,697.09,0,2,3,0,1,0,0,0,0,1,0,1,0.7,9.842747142766527,7.018401799069201
911.0,47624.29,Year,27.0,47624.29,52.28,33.74,1763.86,1,3,3,0,0,0,1,0,0,1,0,1,0.7,10.771098204181392,6.815639990074331
433.0,22053.1,Year,47.0,22053.1,50.93,9.21,469.21,1,4,4,0,0,1,0,0,0,0,0,1,0.63,10.001208460562365,6.073044534100405
732.0,53552.67,Year,88.0,53552.67,73.16,8.32,608.55,1,3,5,0,1,0,0,0,0,1,0,0,0.63,10.888420934576907,6.597145701886651
2048.0,55348.25,Year,32.0,55348.25,27.03,64.0,1729.63,1,3,3,0,1,0,0,0,0,1,0,1,0.62,10.921400320654119,7.6251071482389
881.0,98341.47,Year,48.0,98341.47,111.62,18.35,2048.78,0,3,4,0,0,0,0,0,1,1,0,1,0.62,11.496201088993317,6.782192056006791
3641.0,11641.2,Year,27.0,11641.2,3.2,134.85,431.16,0,3,3,0,0,0,1,0,0,1,0,1,0.63,9.362305808755238,8.200288260287554
2325.0,86247.91,Year,39.0,86247.91,37.1,59.62,2211.48,1,4,3,0,1,0,0,0,0,0,0,1,0.7,11.364981102715952,7.75190533307861
918.0,626.7561,Hour,38.0,1303652.6879999998,1420.1,24.16,34306.65,0,1,3,0,1,0,0,0,0,1,0,1,0.7,6.440557469739344,6.823286122355687
197.0,1006.15,Year,27.0,1006.15,5.11,7.3,37.26,1,2,3,0,0,1,0,0,0,1,0,1,0.63,6.913886444912377,5.288267030694535
66.0,218315.56125000003,Year,14.0,218315.56125000003,3307.81,4.71,15593.97,1,3,2,0,0,0,1,0,0,1,0,1,0.76,12.293696823781252,4.204692619390966
59.0,46057.7,Year,24.0,46057.7,780.64,2.46,1919.07,0,2,3,0,1,0,0,0,0,1,0,1,0.63,10.737650237260326,4.0943445622221
304.0,56556.04,Year,24.0,56556.04,186.04,12.67,2356.5,1,3,3,0,1,0,0,0,0,1,1,1,0.63,10.942987283975079,5.720311776607412
2664.0,27639.44,Year,15.0,27639.44,10.38,177.6,1842.63,0,2,2,0,1,0,0,0,0,0,0,1,0.7,10.226999017184319,7.887959336599945
359.0,54189.62,Year,22.0,54189.62,150.95,16.32,2463.16,1,2,2,0,1,0,0,0,0,0,0,1,0.63,10.900244656171669,5.886104031450156
3623.0,21186.62,Year,20.0,21186.62,5.85,181.15,1059.33,1,3,2,0,1,0,0,0,0,1,0,1,0.62,9.961125129336946,8.19533366716287
1981.0,86679.11,Year,79.0,86679.11,43.76,25.08,1097.2,1,2,5,0,1,0,0,0,0,0,1,1,0.7,11.369968187946451,7.591861714889934
206.0,218315.56125000003,Year,17.0,218315.56125000003,1059.78,12.12,12842.09,1,2,2,0,1,0,0,0,0,0,0,1,0.76,12.293696823781252,5.332718793265369
913.0,552.3862,Hour,38.0,1148963.296,1258.45,24.03,30235.88,0,2,3,0,1,0,0,0,0,1,0,1,0.63,6.314247439325908,6.81783057145415
419.0,49353.03,Year,92.5,49353.03,117.79,4.53,533.55,1,2,5,0,0,1,0,0,0,1,0,1,0.7,10.806754441153128,6.040254711277414
1187.0,73844.94,Year,48.0,73844.94,62.21,24.73,1538.44,1,4,4,0,0,1,0,0,0,0,0,1,0.62,11.209722768347385,7.080026499922591
645.0,57470.1,Year,18.0,57470.1,89.1,35.83,3192.78,1,3,2,0,1,0,0,0,0,1,0,0,0.63,10.959020091538553,6.470799503782602
861.0,37379.32,Year,92.5,37379.32,43.41,9.31,404.1,1,3,5,0,1,0,0,0,0,0,0,1,0.76,10.528872889297805,6.759255270663693
3095.0,135407.89,Year,25.0,135407.89,43.75,123.8,5416.32,0,2,3,0,1,0,0,0,0,0,1,1,0.7,11.816046909549874,8.037866234709618
6123.0,35824.88,Year,51.0,35824.88,5.85,120.06,702.45,1,3,4,0,1,0,0,0,0,1,0,1,0.7,10.486397903074574,8.719970756777574
5422.0,88949.09,Year,13.0,88949.09,16.41,417.08,6842.24,0,2,1,0,0,1,0,0,0,0,0,1,0.7,11.395819462575096,8.59840444684106
102.0,45996.16,Year,78.0,45996.16,450.94,1.31,589.69,0,2,5,0,1,0,0,0,0,0,0,1,0.63,10.73631319372586,4.634728988229636
83.0,99808.76,Year,26.0,99808.76,1202.52,3.19,3838.8,0,2,3,0,1,0,0,0,0,1,0,1,0.76,11.511011233998609,4.430816798843313
3147.0,82057.87,Year,92.5,82057.87,26.07,34.02,887.11,0,2,5,0,1,0,0,0,0,0,0,1,0.63,11.315180009042189,8.054522609537294
3070.0,418.4248,Hour,92.5,870323.584,283.49,33.19,9408.9,1,2,5,0,0,0,1,0,0,0,0,1,0.63,6.0364971844166755,8.029758520440822
111.0,9731.67,Year,27.0,9731.67,87.67,4.11,360.43,0,1,3,0,0,1,0,0,0,0,1,1,0.7,9.183140794573875,4.718498871295094
3341.0,21557.85,Year,25.0,21557.85,6.45,133.64,862.31,1,2,3,0,0,0,1,0,0,1,0,1,0.62,9.978495298343528,8.114324709155339
4558.0,45377.81,Year,60.0,45377.81,9.96,75.97,756.3,0,1,4,0,1,0,0,0,0,1,0,1,0.76,10.722778498024326,8.424858580213442
2120.0,33481.37,Year,20.0,33481.37,15.79,106.0,1674.07,1,4,2,0,0,0,1,0,0,1,0,1,0.63,10.418744443718424,7.659642954564682
2495.0,218315.56125000003,Year,28.0,218315.56125000003,87.5,89.11,7796.98,1,4,3,0,1,0,0,0,0,1,1,1,0.7,12.293696823781252,7.822444729489319
1731.0,96488.7,Year,12.0,96488.7,55.74,144.25,8040.72,1,4,1,0,1,0,0,0,0,0,1,1,0.62,11.477181182024923,7.4570320891223805
850.0,93337.49,Year,31.0,93337.49,109.81,27.42,3010.89,1,4,3,0,0,1,0,0,0,0,0,1,0.76,11.443977128205876,6.7464121285733745
818.0,87635.03,Year,78.0,87635.03,107.13,10.49,1123.53,1,4,5,0,0,1,0,0,0,1,0,1,0.7,11.380936082836197,6.70808408385307
777.0,8290.07,Year,71.0,8290.07,10.67,10.94,116.76,1,2,4,0,1,0,0,0,0,1,0,1,0.7,9.022813692002014,6.656726524178391
2961.0,45.9405,Hour,92.0,95556.24,32.27,32.18,1038.65,0,2,5,0,1,0,0,0,0,1,0,1,0.7,3.8273470809631522,7.993619994827744
583.0,161659.69,Year,14.0,161659.69,277.29,41.64,11547.12,0,1,2,0,1,0,0,0,0,1,0,1,0.76,11.993248725681147,6.369900982828227
4707.0,50826.91,Year,18.0,50826.91,10.8,261.5,2823.72,1,2,2,0,1,0,0,0,0,1,0,1,0.62,10.836181217721576,8.457018468380168
2372.0,112548.94,Year,92.5,112548.94,47.45,25.64,1216.75,1,3,5,0,1,0,0,0,0,0,0,0,0.63,11.6311434282541,7.771910256435763
426.0,200232.3,Year,33.0,200232.3,470.03,12.91,6067.65,0,2,3,0,1,0,0,0,0,1,0,1,0.62,12.207233471510914,6.056784013228625
1624.0,46037.92,Year,37.0,46037.92,28.35,43.89,1244.27,1,3,3,0,1,0,0,0,0,0,0,0,0.62,10.737220683709262,7.393263094763838
4220.0,167363.39,Year,36.0,167363.39,39.66,117.22,4648.98,1,3,3,0,1,0,0,0,0,0,0,0,0.7,12.027922715389689,8.347827345782498
7227.0,31416.69,Year,22.0,31416.69,4.35,328.5,1428.03,0,2,2,0,1,0,0,0,0,1,0,1,0.62,10.355094559347442,8.885717651712119
730.0,94754.87,Year,21.0,94754.87,129.8,34.76,4512.14,0,1,2,0,1,0,0,0,0,1,0,1,0.76,11.459048520040707,6.594413459749778
1566.0,76941.3,Year,16.0,76941.3,49.13,97.88,4808.83,1,3,2,0,1,0,0,0,0,0,0,0,0.62,11.250798072446363,7.356918242356021
786.0,123175.08,Year,12.0,123175.08,156.71,65.5,10264.59,0,3,1,0,1,0,0,0,0,0,0,1,0.76,11.721362036894396,6.668228248417403
304.0,110256.81,Year,21.0,110256.81,362.69,14.48,5250.32,0,1,2,0,1,0,0,0,0,1,0,1,0.63,11.610567560108967,5.720311776607412
248.0,105995.03,Year,25.0,105995.03,427.4,9.92,4239.8,0,1,3,0,1,0,0,0,0,1,0,0,0.7,11.571147485202532,5.517452896464707
3098.0,1515.79,Year,48.0,1515.79,0.49,64.54,31.58,0,2,4,0,0,1,0,0,0,0,0,1,0.63,7.323692034179759,8.038834757787749
871.0,84151.42,Year,20.0,84151.42,96.61,43.55,4207.57,0,1,2,0,1,0,0,0,0,1,0,1,0.7,11.340373074105216,6.77078942390898
5749.0,46591.17,Year,28.0,46591.17,8.1,205.32,1663.97,0,1,3,0,1,0,0,0,0,1,0,1,0.63,10.74916631718065,8.656955133791396
153.0,144342.21,Year,44.0,144342.21,943.41,3.48,3280.5,1,3,4,0,1,0,0,0,0,1,0,1,0.76,11.879942217580133,5.0369526024136295
445.0,19544.25,Year,61.0,19544.25,43.92,7.3,320.4,1,2,4,0,1,0,0,0,0,0,1,1,0.62,9.880436404505375,6.100318952020064
1971.0,81660.94,Year,24.0,81660.94,41.43,82.12,3402.54,1,4,3,0,0,1,0,0,0,0,0,1,0.7,11.310331075951082,7.586803535162581
1231.0,357.8213,Hour,26.0,744268.304,604.6,47.35,28625.7,1,3,3,1,0,0,0,0,0,0,0,1,0.7,5.880033699766697,7.116394144093465
451.0,66.1509,Hour,25.0,137593.87199999997,305.09,18.04,5503.75,1,2,3,1,0,0,0,0,0,0,0,1,0.7,4.1919384959105885,6.113682179832232
2774.0,6001.7,Year,19.0,6001.7,2.16,146.0,315.88,1,2,2,0,1,0,0,0,0,1,0,1,0.7,8.699798041412217,7.928406026180535
5766.0,427.14,Year,15.0,427.14,0.07,384.4,28.48,1,2,2,0,1,0,0,0,0,1,0,1,0.62,6.057111828343837,8.659907293615413
1928.0,81146.02,Year,14.0,81146.02,42.09,137.71,5796.14,1,2,2,0,0,0,1,0,0,1,0,1,0.7,11.304005526761559,7.564757012905729
3386.0,80430.01,Year,92.5,80430.01,23.75,36.61,869.51,1,3,5,0,0,0,1,0,0,1,0,1,0.76,11.295142644229824,8.127699852817772
467.0,70772.67,Year,72.0,70772.67,151.55,6.49,982.95,1,3,4,0,1,0,0,0,0,1,0,1,0.76,11.167228188208938,6.148468295917647
3419.0,109115.07,Year,13.0,109115.07,31.91,263.0,8393.47,0,2,1,0,1,0,0,0,0,1,0,1,0.62,11.600158292437891,8.13739583005665
2035.0,50.2928,Hour,38.0,104609.024,51.4,53.55,2752.87,1,4,3,0,1,0,0,0,0,0,0,1,0.7,3.9178619257069394,7.618742377670413
2553.0,75599.62,Year,92.5,75599.62,29.61,27.6,817.29,1,4,5,0,1,0,0,0,0,0,0,1,0.62,11.233206535699965,7.845416036592485
5053.0,218315.56125000003,Week,27.0,11352409.185000002,2246.67,187.15,420459.6,1,2,3,0,1,0,0,0,0,0,0,1,0.62,12.293696823781252,8.52793528794814
2517.0,113596.11,Year,67.0,113596.11,45.13,37.57,1695.46,1,3,4,0,1,0,0,0,0,0,0,0,0.63,11.640404541725138,7.831220214604293
370.0,82942.72,Year,15.0,82942.72,224.17,24.67,5529.51,0,3,2,0,1,0,0,0,0,0,0,1,0.63,11.32590552805405,5.916202062607435
2782.0,94083.76,Year,18.0,94083.76,33.82,154.56,5226.88,1,3,2,0,0,0,1,0,0,0,0,1,0.7,11.45194072832023,7.931284761525891
775.0,80043.94,Year,74.0,80043.94,103.28,10.47,1081.67,1,3,4,1,0,0,0,0,0,1,0,1,0.63,11.290331012873446,6.654152520183219
2536.0,121205.71,Year,68.0,121205.71,47.79,37.29,1782.44,1,3,4,0,1,0,0,0,0,1,0,0,0.7,11.705244463718827,7.838737559599282
1053.0,105539.75,Year,58.0,105539.75,100.23,18.16,1819.65,1,3,4,0,1,0,0,0,0,1,0,1,0.7,11.566842938186719,6.960347729101308
1428.0,77252.41,Year,15.0,77252.41,54.1,95.2,5150.16,0,2,2,0,1,0,0,0,0,1,0,1,0.63,11.254833391684366,7.264730177929867
892.0,962.4853,Hour,16.0,2001969.424,2244.36,55.75,125123.09,0,2,2,0,1,0,0,0,0,0,0,1,0.63,6.869518793318037,6.794586580876499
3840.0,108306.06,Year,20.0,108306.06,28.2,192.0,5415.3,1,3,2,0,1,0,0,0,0,1,0,1,0.76,11.592716387102291,8.253488028345904
1850.0,204380.65,Year,20.0,204380.65,110.48,92.5,10219.03,0,3,2,0,1,0,0,0,0,0,0,0,0.76,12.22773946551147,7.523481312573497
1616.0,43185.6,Year,16.0,43185.6,26.72,101.0,2699.1,1,3,2,0,1,0,0,0,0,1,0,1,0.63,10.673262385330965,7.388327859577107
2800.0,25145.54,Year,20.0,25145.54,8.98,140.0,1257.28,1,4,2,0,0,1,0,0,0,1,0,1,0.63,10.132435823817906,7.937731775260109
1904.0,105575.01,Year,22.0,105575.01,55.45,86.55,4798.86,1,2,2,0,0,0,0,0,1,0,0,1,0.62,11.567176974521534,7.552237287560802
474.0,58633.99,Year,15.0,58633.99,123.7,31.6,3908.93,1,3,2,0,0,1,0,0,0,1,0,1,0.63,10.97906984154002,6.163314804034641
1580.0,218315.56125000003,Year,27.0,218315.56125000003,138.17,58.52,8085.76,1,2,3,0,0,1,0,0,0,1,0,1,0.62,12.293696823781252,7.365812837209472
1454.0,66669.92,Year,92.5,66669.92,45.85,15.72,720.76,1,3,5,0,1,0,0,0,0,0,0,1,0.76,11.107509155671382,7.282761179605593
1220.0,82367.6,Year,26.0,82367.6,67.51,46.92,3167.98,1,3,3,0,0,0,1,0,0,1,0,1,0.7,11.31894743468915,7.107425474110705
3916.0,31484.12,Year,22.0,31484.12,8.04,178.0,1431.1,1,3,2,0,0,0,1,0,0,1,0,1,0.62,10.357238570714866,8.27308133366583
175.0,67010.19,Year,22.0,67010.19,382.92,7.95,3045.92,0,1,2,0,1,0,0,0,0,1,0,1,0.63,11.1125999763609,5.170483995038151
2527.0,99330.82,Year,23.0,99330.82,39.31,109.87,4318.73,0,3,2,0,0,0,1,0,0,1,0,0,0.7,11.506211174485907,7.8351837552667485
1538.0,80496.17,Year,56.0,80496.17,52.34,27.46,1437.43,0,2,4,0,1,0,0,0,0,0,0,1,0.62,11.295964884635051,7.338888133838879
1624.0,637.4783,Hour,36.0,1325954.864,816.47,45.11,36832.08,1,3,3,0,1,0,0,0,0,1,0,1,0.76,6.4575202372375475,7.393263094763838
1526.0,7857.19,Year,12.0,7857.19,5.15,127.17,654.77,1,2,1,0,1,0,0,0,0,1,0,1,0.62,8.969184315141295,7.3310603052186325
2478.0,846.9207,Hour,72.0,1761595.056,710.89,34.42,24466.6,0,1,4,0,1,0,0,0,0,0,0,1,0.63,6.741607065711741,7.8156105320351905
3631.0,661.0799,Hour,14.0,1375046.1919999998,378.7,259.36,98217.59,1,2,2,0,0,0,1,0,0,1,0,1,0.7,6.493874710004992,8.197538739721184
1061.0,84452.71,Year,92.5,84452.71,79.6,11.47,913.0,0,1,5,0,0,1,0,0,0,0,0,1,0.7,11.343947011715153,6.967909201801884
1065.0,125655.65,Year,71.0,125655.65,117.99,15.0,1769.8,0,2,4,0,0,1,0,0,0,1,0,1,0.62,11.741300508136675,6.97166860472579
1549.0,84330.65,Year,19.0,84330.65,54.44,81.53,4438.46,1,2,2,0,1,0,0,0,0,1,0,1,0.63,11.34250066035352,7.346010209913293
4988.0,112883.48,Year,56.0,112883.48,22.63,89.07,2015.78,1,3,4,0,0,0,0,0,1,0,0,1,0.6,11.634111415250635,8.514990767861038
1810.0,74887.96,Year,20.0,74887.96,41.37,90.5,3744.4,1,3,2,0,0,0,1,0,0,1,0,1,0.63,11.22374840892047,7.501634457883413
301.0,118724.38,Month,48.0,1424692.56,4733.2,6.27,29681.1,1,4,4,0,1,0,0,0,0,0,0,1,0.76,11.684559951251655,5.71042701737487
1373.0,37811.56,Year,92.5,37811.56,27.54,14.84,408.77,1,3,5,0,1,0,0,0,0,0,1,1,0.7,10.540370154960062,7.2254814727822945
2984.0,105433.14,Year,21.0,105433.14,35.33,142.1,5020.63,1,3,2,0,0,1,0,0,0,0,0,1,0.62,11.565832286921768,8.001355025826703
777.0,48948.28,Year,92.5,48948.28,63.0,8.4,529.17,1,4,5,0,1,0,0,0,0,0,0,1,0.63,10.798519509445494,6.656726524178391
2215.0,60777.6,Year,16.0,60777.6,27.44,138.44,3798.6,0,2,2,0,1,0,0,0,0,1,0,1,0.7,11.014976579017917,7.703459047867175
3899.0,108398.51,Year,30.0,108398.51,27.8,129.97,3613.28,1,3,3,0,1,0,0,0,0,0,0,0,0.7,11.59356962250576,8.268731832117737
1083.0,41013.1,Year,36.0,41013.1,37.87,30.08,1139.25,1,2,3,0,1,0,0,0,0,1,1,1,0.63,10.621646806848416,6.988413181999592
3272.0,177954.61,Year,28.0,177954.61,54.39,116.86,6355.52,0,1,3,0,1,0,0,0,0,0,0,1,0.63,12.089283796756193,8.09346227450118
5280.0,71470.16,Year,41.0,71470.16,13.54,128.78,1743.17,1,3,3,0,1,0,0,0,0,0,0,0,0.7,11.177035298913072,8.571870752706934
2324.0,49993.47,Year,19.0,49993.47,21.51,122.32,2631.24,1,3,2,0,0,1,0,0,0,0,0,1,0.7,10.819647675881361,7.751475318021456
1436.0,194839.19,Year,92.5,194839.19,135.68,15.52,2106.37,1,3,5,0,1,0,0,0,0,1,1,1,0.7,12.1799298306546,7.270312886079025
3299.0,23827.69,Year,24.0,23827.69,7.22,137.46,992.82,0,1,3,0,0,0,1,0,0,1,0,1,0.62,10.078603628759634,8.101677747454572
452.0,59928.96,Year,12.0,59928.96,132.59,37.67,4994.08,0,2,1,0,1,0,0,0,0,1,0,1,0.7,11.00091513972248,6.115892125483034
1605.0,133294.13,Year,31.0,133294.13,83.05,51.77,4299.81,0,2,3,0,0,1,0,0,0,0,0,1,0.62,11.800313469188184,7.381501894506707
1217.0,209759.28,Year,87.0,209759.28,172.36,13.99,2411.03,1,2,5,0,1,0,0,0,0,1,1,1,0.7,12.253715866497357,7.1049654482698426
3052.0,99019.7,Year,45.0,99019.7,32.44,67.82,2200.44,0,2,4,0,1,0,0,0,0,0,0,1,0.76,11.503074099219853,8.023879992734878
3027.0,54712.69,Year,12.0,54712.69,18.07,252.25,4559.39,1,3,1,0,1,0,0,0,0,1,0,1,0.62,10.909850954191317,8.01565761455734
1692.0,110.51,Hour,88.0,229860.80000000002,135.85,19.23,2612.05,1,2,5,0,0,0,1,0,0,0,0,1,0.63,4.705106014600691,7.4342573821331355
883.0,218315.56125000003,Month,13.0,2619786.7350000003,2966.92,67.92,201522.06,1,3,1,0,1,0,0,0,0,1,0,1,0.62,12.293696823781252,6.784457062637643
2516.0,179615.71,Year,38.0,179615.71,71.39,66.21,4726.73,0,3,3,0,0,0,1,0,0,1,0,0,0.7,12.098574903185126,7.830822995135316
650.0,145452.0,Year,11.0,145452.0,223.77,59.09,13222.91,0,2,1,0,0,0,1,0,0,0,0,0,0.63,11.887601414258512,6.478509642208569
2386.0,79372.81,Year,33.0,79372.81,33.27,72.3,2405.24,1,3,3,0,0,0,1,0,0,1,0,1,0.7,11.281911145263186,7.77779262633883
3102.0,17928.72,Year,19.0,17928.72,5.78,163.26,943.62,1,2,2,0,1,0,0,0,0,1,0,1,0.7,9.794159175316917,8.04012466444838
2571.0,28337.8,Year,37.0,28337.8,11.02,69.49,765.89,1,3,3,0,0,1,0,0,0,0,0,1,0.62,10.251951881438176,7.85243908535751
5262.0,47138.85,Year,27.0,47138.85,8.96,194.89,1745.88,1,4,3,0,0,0,0,0,1,1,0,1,0.63,10.760852780774645,8.56845648535378
1200.0,55417.77,Year,20.0,55417.77,46.18,60.0,2770.89,1,3,2,0,0,0,1,0,0,0,0,0,0.7,10.92265557942623,7.0909098220799835
788.0,489.9182,Hour,18.0,1019029.856,1293.19,43.78,56612.77,0,2,2,0,1,0,0,0,0,0,0,1,0.62,6.1942384383933335,6.670766320845874
1396.0,115215.06,Year,19.0,115215.06,82.53,73.47,6063.95,0,2,2,0,1,0,0,0,0,1,0,1,0.7,11.654555747866281,7.242082359256962
1363.0,180579.19,Year,13.0,180579.19,132.49,104.85,13890.71,1,2,1,0,1,0,0,0,0,1,1,1,0.63,12.103924686304838,7.218176838403408
3348.0,515.4567,Hour,24.0,1072149.936,320.24,139.5,44672.91,0,1,3,0,1,0,0,0,0,0,0,1,0.76,6.245053303808871,8.116417072794205
1419.0,84773.61,Year,16.0,84773.61,59.74,88.69,5298.35,0,1,2,0,0,1,0,0,0,1,0,1,0.76,11.347739570516156,7.258412150595307
4474.0,113495.01,Year,30.0,113495.01,25.37,149.13,3783.17,0,2,3,0,0,0,1,0,0,0,1,1,0.62,11.639514150179407,8.406261630708956
7227.0,88924.34,Year,72.0,88924.34,12.3,100.38,1235.06,0,2,4,0,1,0,0,0,0,0,0,1,0.63,11.395541174804293,8.885717651712119
4777.0,75095.62,Year,48.0,75095.62,15.72,99.52,1564.49,0,1,4,0,0,1,0,0,0,1,0,1,0.62,11.2265175138144,8.471777327885755
731.0,141852.44,Year,28.0,141852.44,194.05,26.11,5066.16,1,2,3,0,1,0,0,0,0,1,0,1,0.63,11.862542641358003,6.595780513961311
1917.0,96485.36,Year,27.0,96485.36,50.33,71.0,3573.53,1,2,3,0,1,0,0,0,0,1,0,1,0.7,11.477146565973415,7.559038255443384
1651.0,43578.8,Year,35.0,43578.8,26.4,47.17,1245.11,1,2,3,0,1,0,0,0,0,1,0,1,0.7,10.682326072552726,7.409741954080923
3060.0,3400.65,Year,22.0,3400.65,1.11,139.09,154.58,1,3,2,0,0,0,1,0,0,1,0,1,0.7,8.131721868802948,8.026496938945412
3371.0,27092.11,Year,45.0,27092.11,8.04,74.91,602.05,1,3,4,0,0,0,1,0,0,1,0,1,0.76,10.206997820565736,8.123261319121745
3910.0,218315.56125000003,Year,41.0,218315.56125000003,55.84,95.37,5324.77,1,2,3,0,1,0,0,0,0,0,0,0,0.7,12.293696823781252,8.271548374755515
2147.0,64520.7,Year,32.0,64520.7,30.05,67.09,2016.27,1,3,3,0,0,1,0,0,0,0,0,1,0.62,11.07474138152933,7.672292455628756
1593.0,62496.36,Year,25.0,62496.36,39.23,63.72,2499.85,1,2,3,0,1,0,0,0,0,1,0,1,0.62,11.042863594028479,7.374001859350161
4076.0,79286.03,Year,18.0,79286.03,19.45,226.44,4404.78,0,1,2,0,1,0,0,0,0,1,0,1,0.63,11.280817225647311,8.313116702819253
3719.0,18960.72,Year,21.0,18960.72,5.1,177.1,902.89,0,2,2,0,1,0,0,0,0,0,0,1,0.7,9.850124749771537,8.221478947267192
522.0,144113.5,Year,28.0,144113.5,276.08,18.64,5146.91,1,2,3,0,0,0,0,0,1,0,1,1,0.7,11.878356462540467,6.259581464064923
2554.0,94481.66,Year,41.0,94481.66,36.99,62.29,2304.43,1,2,3,0,1,0,0,0,0,0,0,1,0.63,11.45616102057295,7.845807502637805
4446.0,90042.96,Year,12.0,90042.96,20.25,370.5,7503.58,1,3,1,0,0,1,0,0,0,0,1,1,0.63,11.40804216875842,8.399984990510696
3655.0,34988.75,Year,37.0,34988.75,9.57,98.78,945.64,1,2,3,0,1,0,0,0,0,0,0,1,0.63,10.462781860230887,8.204124932574041
2683.0,81480.94,Year,17.0,81480.94,30.37,157.82,4793.0,0,1,2,1,0,0,0,0,0,0,0,1,0.7,11.308124406847588,7.895063498091573
654.0,123707.36,Year,92.5,123707.36,189.15,7.07,1337.38,1,2,5,0,1,0,0,0,0,1,1,1,0.63,11.725674055397986,6.484635235635252
631.0,34416.53,Year,25.0,34416.53,54.54,25.24,1376.66,1,2,3,0,1,0,0,0,0,1,0,1,0.76,10.446292251202975,6.448889394146858
1839.0,131408.95,Year,13.0,131408.95,71.46,141.46,10108.38,0,2,1,0,1,0,0,0,0,0,1,1,0.63,11.786069495346268,7.517520850603031
2618.0,30816.24,Year,30.0,30816.24,11.77,87.27,1027.21,1,3,3,0,1,0,0,0,0,0,1,1,0.7,10.335797102729519,7.870547844507712
1053.0,134787.13,Year,14.0,134787.13,128.0,75.21,9627.65,1,2,2,0,0,0,1,0,0,1,0,1,0.62,11.81145199812489,6.960347729101308
699.0,127774.69,Year,57.0,127774.69,182.8,12.26,2241.66,1,3,4,0,1,0,0,0,0,1,0,1,0.7,11.758023757493838,6.551080335043404
1087.0,120654.44,Year,39.0,120654.44,111.0,27.87,3093.7,1,3,3,0,1,0,0,0,0,1,0,1,0.62,11.700685871039125,6.992096427415888
2185.0,54745.47,Year,12.0,54745.47,25.06,182.08,4562.12,1,3,1,0,1,0,0,0,0,1,0,1,0.63,10.9104499045296,7.689828668736484
1908.0,13380.32,Year,44.0,13380.32,7.01,43.36,304.1,1,2,4,0,1,0,0,0,0,1,0,1,0.76,9.501540249689205,7.554334823725748
546.0,105068.54,Year,92.5,105068.54,192.43,5.9,1135.88,1,2,5,0,1,0,0,0,0,1,0,0,0.7,11.562368178088038,6.304448802421981
1980.0,105120.2,Year,17.0,105120.2,53.09,116.47,6183.54,1,2,2,0,1,0,0,0,0,1,0,1,0.63,11.562859736304146,7.591357046698551
7227.0,83878.52,Year,22.0,83878.52,11.61,328.5,3812.66,1,3,2,0,0,0,1,0,0,1,0,0,0.63,11.3371248406065,8.885717651712119
1744.0,759.4199,Hour,92.5,1579593.392,905.73,18.85,17076.69,1,4,5,0,1,0,0,0,0,0,0,1,0.7,6.632554852352964,7.4645098346365275
3634.0,43075.38,Year,92.5,43075.38,11.85,39.29,465.68,0,1,5,0,0,1,0,0,0,1,0,1,0.63,10.670706883179621,8.19836438996762
4114.0,123176.33,Year,48.0,123176.33,29.94,85.71,2566.17,0,3,4,0,0,0,1,0,0,1,1,1,0.7,11.721372184999495,8.32239411311117
1446.0,72046.27,Year,45.0,72046.27,49.82,32.13,1601.03,1,2,4,0,1,0,0,0,0,1,0,1,0.7,11.185063830483134,7.277247726631484
2490.0,54495.66,Year,21.0,54495.66,21.89,118.57,2595.03,1,4,2,0,1,0,0,0,0,1,0,0,0.7,10.905876344452935,7.820439515262181
59.0,174.35,Hour,78.0,362648.0,6146.58,0.76,4649.33,0,1,5,0,0,0,0,0,1,0,0,1,0.63,5.161064773121661,4.0943445622221
1880.0,218315.56125000003,Year,22.0,218315.56125000003,116.13,85.45,9923.43,0,1,2,0,1,0,0,0,0,1,0,1,0.62,12.293696823781252,7.53955882930103
123.0,142968.33,Year,21.0,142968.33,1162.34,5.86,6808.02,0,2,2,0,1,0,0,0,0,1,1,1,0.62,11.870378416182799,4.820281565605037
989.0,30017.12,Week,92.5,1560890.24,1578.25,10.69,16874.49,0,2,5,0,1,0,0,0,0,1,0,1,0.63,10.309523164542659,6.897704943128636
748.0,48230.05,Year,13.0,48230.05,64.48,57.54,3710.0,1,4,1,1,0,0,0,0,0,1,0,1,0.62,10.78373754976163,6.618738983517219
391.0,103381.93,Year,31.0,103381.93,264.4,12.61,3334.9,0,1,3,0,1,0,0,0,0,1,0,1,0.76,11.546185467563966,5.971261839790462
4364.0,81599.96,Year,20.0,81599.96,18.7,218.2,4080.0,1,3,2,0,0,0,1,0,0,0,0,1,0.7,11.309584050756,8.381373468273702
3724.0,45586.21,Year,56.0,45586.21,12.24,66.5,814.04,1,3,4,0,1,0,0,0,0,1,0,1,0.62,10.72736053748596,8.22282213081366
3347.0,61107.55,Year,29.0,61107.55,18.26,115.41,2107.16,1,2,3,0,1,0,0,0,0,1,1,1,0.62,11.020390705447241,8.116118431609365
